id,text,sarcastic,rephrase,dialect
2769, نفسي اوى اشوف مسلسل  يوميات ونيس :),0,,nile
2770,هل الرئيس مرسي شرعي ومنتخب هل الشعب قادر على اختيار ما يفيده هل هدف الثورة ان نتخلص من حكم العسكر اذا الاجابة بالنفى فلماذا قمنا بثورة,0,,msa
2771,اليوم السابع | نائب رئيس  جامعة المنصورة: الدواعى الأمنية سبب تقديم موعد  الامتحانات,0,,msa
2772, عن انك تصاحب باباك ومامتك وتحكيلهم عن كل حاجة من غير ما تخاف منهم لانك واثق انهم هيساعدوك,0,,nile
2773,ذكرى وأحلى ذكرى أول واقفة فى  التالتة شمال  07  الأهلي,0,,nile
2774,  لافروف|| بعد تحرير جزء كبير من شرق  حلب لم يعد هناك ما يعيق ارسال المساعدات عبر الكاستيلو بإشراف الجيش السوري ,0,,msa
2775,ﻭﺯﻳﺮ ﺍﻟﺨﺎﺭﺟﻴﺔ ﺍﻟﺒﺮﻳﻄﺎﻧﻲ ﻓﻲﻣﻘﺎﺑﻠﺔ ﻣﻊ ﺻﺤﻴﻔﺔ ﺫﻱ ﺻﻦ ﺍﻟﺒﺮﻳﻄﺎﻧﻴﺔﻳﻘﻮﻝﺇﻥ ﻗﺮﺍﺭ ﺍﻟﻐﺮﺏ ﻋﺪﻡ ﺍﻟﺘﺪﺧﻞ ﺿﺪ ﺍﻟﺮﺋﻴﺲ ﺍﻟﺴﻮﺭﻱ ﺑﺸﺎﺭ ﺍﻷﺳﺪﻋﺎﻡ 2013 ﻛﺎﻥﺧﻄﺄ ﺣﻘﻴﻘﻴﺎً,0,,msa
2776,في فن من أرقي الفنون في العالم تعلمناه من حبيبنا المصطفي إنه فن تجميع القلوب تعالوا نتعرف علي الفن ده و,0,,nile
2777, حملة هيلاري كلنتون تؤكد وجود سماسرة اردنيين يشترون اصوات لترامب وخصوصا باوهايو 😂 ,0,,msa
2778,جامعة هلسنكي(فينلندا)تختار  السادة المحترمون (بفريق عمله كاملا)البرنامج الأكثرمصداقية وحرفية في  مصر وتم إدراج بحث عنه في دوريتها  فلسطين,0,,msa
2779,سيناء علي الخريطة اكبر علامة نصر في التاريخ  تحرير سيناء,0,,msa
2780,اليوم السابع | كلاب بوليسية لتأمين  امتحانات  عين شمس و  الجامعة: منع دخول المفصولين,0,,msa
2781,الفهم المصري المتحضر للإسلام أسس له الامام محمد عبده عام 1899فانطلقت مصر العظيمة لتبدع في كل مجال حتى وصل إلينا الفكر الوهابي الرجعي المتطرف,0,,msa
2782,ليت الليالي تجيب الي على بالي واشوف زوله بعد ما طول الغيبه ان كان ماعاد له جيه بري حالي يمكن على عز هذا العمر اهذريبه  عادل,0,,msa
2783,سحر النوم والراحة مع  مصطفى حسني ،، جميلة =) ,0,,msa
2784, ماهي  علامات  محبة العبد لربه  المحبة  الحقيقية  الشيخ حمد العتيق -  السعودية  الكويت  الامارات  السلفية,0,,msa
2785,ماذا لو المدارس مختلطه  زيت زيتون الجوفعصرة أولى على الباردللتواصل واتس اب 0532664958.,0,,msa
2786,صفعة لناشطة هي صفعة على وجوهنا جميعا، اعتداءات وحشية أمام مقر جماعة غير شرعية تخرج على القانون وتحكم لتفكيك الدولة، الإخوان في مواجهة مصر!,0,,msa
2787,متعودتش اشوف ف الناس غير الجمال  حمزة نمرة,0,,nile
2788, جماليات الأدب العثماني.... معرض الكويت الدولي للكتاب  معرض الكتاب ,0,,msa
2789,يوم اللغه العربيه الجامعة السعودية الالكترونيةعندك واجبات ماث!!!!عندك واجب ومشغول وموقادرتحقق 100%...نحنا انحلها 0507797125,0,,gulf
2790,ي جماعه اللي عندو خبره ف الكمبيوتر.. انا عندي ويندوز 10.. حاطط باسورد كتابه من زمان اوي..  وكنت بستخدم اللي هوا باسورد الصوره ده..,0,,nile
2791,يامن تتحدث باسم الاسلام ثم تلقى على من يخالفك في الراى بصندوق قمامة من البذاءات كثيرون ممن تشتمهم اكثر اسلاما منك لانهم مهذبون,0,,msa
2792, ذات مومنت لما موبايلك يغطس في البطنيه وتقعد ادور فيه ما تلقشي واخر حاجه تنفض البطنيه يقعد الموبايل ايتخبط فيالوطى :/ اصلا عادي,0,,nile
2793,أرى أن النظام المختلط بين النظام البرلماني والنظام الرئاسي هو الانسب لنا هذه الفترة التى تتوزع فيه السلطة,0,,msa
2794,السياسة  الشرعية التي يعمل بها  السلفيون في بلاد  الحرمين مزورة ومكذوبة على  الاسلام وان صفق لها كبار  العلماء واتحدى في ذلك  ,0,,msa
2795, هالاجازة مثل الطفل اللي راح مع أمه للجيران وكان مستحي يلعب مع عيالهم ويوم بدأ يمون عليهم ويلعب معهم قالت أمه مشينا🙄 ماذا لو المدارس مختلطه ,0,,gulf
2796,نسأل الله أن يحفظ شيخنا من كل مكروه ويمن عليه الصحة والعافية  سلامتك يا خليفة  ,0,,gulf
2797, أنا بقعد أسأل جوجل أسئلة في منتهي الغباء وساعات بكتبله موضوع تعبير وبردو بلاقي إجابة وبلاقي ناس سألت نفس الأسئلة فبحمد ربنا والله  جوجل الحب ,0,,nile
2798,(إن الأبرار لفي نعيم) [المطففين:22]  ريال مدريد,0,,msa
2799,شكراً جزيلاً على تعليقاتكم الجميلة ويا رب يعجبكم الفيلم إنتم كمان,0,,nile
2800,  الناتو  في بروكسل.. تحديات امنية والعلاقة مع ادارة ترامب وروسيا ازمة ســوريا وتقوية فاعلية التحالف ضد  داعش  ابرز نقاط البحث ,0,,msa
2801,ورضيت أعيشلك انت يا حبيبي كفايه ان انت حبيبي  عمرو دياب,0,,nile
2802, متى النهاية ياحرب  سوريا  فلسطين  العراق  بورما ,0,,msa
2803,تحية لرئيس جمهورية فنزويلا الذي انحاز بقرار إعادة سفير بلاده للقاهرة لثورة مصر وارادة شعبها وأكد على متانة وعمق العلاقات بين الشعبين,0,,msa
2804, زوجان مقدسيان يدشنان مبادرة   صح أو خطأ  لتصحيح المعلومات عن  المسجد الأقصى المبارك القدس فلسطين ,0,,msa
2805,أينما وجد العدل فثم شرع الله,0,,msa
2806,رجل أكرمه الله بمصاهرة أكرم خلقه مرتين زهد في أمواله وتجارته طمعاً في مرضاة الله كانت الملائكة تستحي منه  عثمان بن عفان رضي الله عنه,0,,msa
2807, 🌸↶مـآذآ إعـْطَتک  فلسطين  لِتحبهآ إلى هذآ آلحد 🙊 ؟💚 💚-بكفي آنهآ آعطتني آلشرف ليكون آسمي  فلسطيني❤✋👑👑يمآ محلااهااآ هَآلنعمهه'ھ 😍🌸↶ ,0,,msa
2808, كارلو أنشيلوتي : عندما غادرت ريال مدريد قام كريستيانو بدعمي على العلن ولكن أكبر دعم قدمه لي على الإطلاق هي أهدافه وكونه مِثال جيد للفريق. ,0,,msa
2809, الكرامة بدأت في  بنغازي باغتيال المشائخ وتبدأ الآن في  طرابلس باغتيال المشائخ ,0,,msa
2810,كيري: ندرك أن الوصول لحل مستقر ودائم يتطلب تنازلات ونشجع كل الاطراف للسعي لحل وسط يركز على صالح بلدهم ومستقبل أفضل لشعب  اليمن. 4/4,0,,msa
2811, حقك كبير 😳😳قم عدل المنكر .. ولدك في خطر !! كريم  اوبر انتبهوا لعيالكم و شوفوا جوالاتهم لا يستغلونهم حقين النقل الخاص ! ,0,,gulf
2812,ارفض البذاءات التى يبثها الشيخ محمود شعبان ضد الثورة لكنى ارفض ما حدث له في ميدان التحرير من إهانات واستهزاء بكرامته الثورة نموذج أخلاقي,0,,msa
2813,احمد شفيق هو الوحيد القادر علي تحريك الركود السياسي في البلاد و مواجهة  السيسي في 2018 ..ده واقع سواء بتكرهه او بتحبه,0,,nile
2814,الأمم المتحدة: نحاول الوصول إلى 6 ملايين سوري بحاجة إلى مساعدات عاجلة وسنبدأ غداً بتوصيل المساعدات جواً في سوريا.. وجهتهم الفوعة وكفريا,0,,msa
2815,دراكولا لو كان عايش معانا لغاية دلوقت كان زمانه بيمص قصب عشان محدش بقى عندك دم اليومين دول,0,,nile
2816,تحسه انسان عايش لوحده.. مش حاسس ب اللى حواليه,0,,nile
2817,الف مبروك الانتصار لفريقنا الزمالك، مدرب الفريق المنافس ىدلي بتصريحات سلبيه,0,,nile
2818,الف مبروك الانتصار لفريق نادي الزمالك، مدرب الفريق الثاني المهزوم يعلق علي التحكيم,0,,nile
2819,كل غربال وليه شده وكل الافعال لها حماس,0,,nile
2820,شوفى مقموصه ازاى فاكره نفسها حاجه قال,0,,nile
2821,الاهلى  ملك الكوره فى مصر  ولا يوجد نادى افضل منه,0,,nile
